gene,kegg_id,alia,copy
MAPK8IP3,hsa:23162,NEDBA,MAPK8IP3 (copy)
MAPK8IP3,hsa:23162,SYD2,MAPK8IP3 (copy)
MAPK8IP3,hsa:23162,syd,MAPK8IP3 (copy)
MAPK8IP3,hsa:23162,mitogen-activated protein kinase 8 interacting protein 3,MAPK8IP3 (copy)
MAP2K7,hsa:5609,JNKK2,MAP2K7 (copy)
MAP2K7,hsa:5609,MAPKK7,MAP2K7 (copy)
MAP2K7,hsa:5609,MEK,MAP2K7 (copy)
MAP2K7,hsa:5609,MEK_7,MAP2K7 (copy)
MAP2K7,hsa:5609,MKK7,MAP2K7 (copy)
MAP2K7,hsa:5609,PRKMK7,MAP2K7 (copy)
MAP2K7,hsa:5609,SAPKK-4,MAP2K7 (copy)
MAP2K7,hsa:5609,SAPKK4,MAP2K7 (copy)
MAP2K7,hsa:5609,mitogen-activated protein kinase kinase 7,MAP2K7 (copy)
MAP3K11,hsa:4296,MEKK11,MAP3K11 (copy)
MAP3K11,hsa:4296,MLK-3,MAP3K11 (copy)
MAP3K11,hsa:4296,MLK3,MAP3K11 (copy)
MAP3K11,hsa:4296,PTK1,MAP3K11 (copy)
MAP3K11,hsa:4296,SPRK,MAP3K11 (copy)
MAP3K11,hsa:4296,mitogen-activated protein kinase kinase kinase 11,MAP3K11 (copy)
MKNK2,hsa:2872,GPRK7,MKNK2 (copy)
MKNK2,hsa:2872,MNK2,MKNK2 (copy)
MKNK2,hsa:2872,MAPK interacting serine/threonine kinase 2,MKNK2 (copy)
ATF4,hsa:468,CREB-2,ATF4 (copy)
ATF4,hsa:468,CREB2,ATF4 (copy)
ATF4,hsa:468,TAXREB67,ATF4 (copy)
ATF4,hsa:468,TXREB,ATF4 (copy)
ATF4,hsa:468,activating transcription factor 4,ATF4 (copy)
MKNK1,hsa:8569,MNK1,MKNK1 (copy)
MKNK1,hsa:8569,MAPK interacting serine/threonine kinase 1,MKNK1 (copy)
RPS6KA6,hsa:27330,PP90RSK4,RPS6KA6 (copy)
RPS6KA6,hsa:27330,RSK-4,RPS6KA6 (copy)
RPS6KA6,hsa:27330,RSK4,RPS6KA6 (copy)
RPS6KA6,hsa:27330,S6K-alpha-6,RPS6KA6 (copy)
RPS6KA6,hsa:27330,p90RSK6,RPS6KA6 (copy)
RPS6KA6,hsa:27330,ribosomal protein S6 kinase A6,RPS6KA6 (copy)
RPS6KA1,hsa:6195,HU-1,RPS6KA1 (copy)
RPS6KA1,hsa:6195,MAPKAPK1,RPS6KA1 (copy)
RPS6KA1,hsa:6195,MAPKAPK1A,RPS6KA1 (copy)
RPS6KA1,hsa:6195,RSK,RPS6KA1 (copy)
RPS6KA1,hsa:6195,RSK1,RPS6KA1 (copy)
RPS6KA1,hsa:6195,p90Rsk,RPS6KA1 (copy)
RPS6KA1,hsa:6195,ribosomal protein S6 kinase A1,RPS6KA1 (copy)
RPS6KA2,hsa:6196,HU-2,RPS6KA2 (copy)
RPS6KA2,hsa:6196,MAPKAPK1C,RPS6KA2 (copy)
RPS6KA2,hsa:6196,RSK,RPS6KA2 (copy)
RPS6KA2,hsa:6196,RSK3,RPS6KA2 (copy)
RPS6KA2,hsa:6196,S6K-alpha,RPS6KA2 (copy)
RPS6KA2,hsa:6196,S6K-alpha2,RPS6KA2 (copy)
RPS6KA2,hsa:6196,p90-RSK3,RPS6KA2 (copy)
RPS6KA2,hsa:6196,p90RSK2,RPS6KA2 (copy)
RPS6KA2,hsa:6196,pp90RSK3,RPS6KA2 (copy)
RPS6KA2,hsa:6196,ribosomal protein S6 kinase A2,RPS6KA2 (copy)
RPS6KA3,hsa:6197,CLS,RPS6KA3 (copy)
RPS6KA3,hsa:6197,HU-3,RPS6KA3 (copy)
RPS6KA3,hsa:6197,ISPK-1,RPS6KA3 (copy)
RPS6KA3,hsa:6197,MAPKAPK1B,RPS6KA3 (copy)
RPS6KA3,hsa:6197,MRX19,RPS6KA3 (copy)
RPS6KA3,hsa:6197,RSK,RPS6KA3 (copy)
RPS6KA3,hsa:6197,RSK2,RPS6KA3 (copy)
RPS6KA3,hsa:6197,S6K-alpha3,RPS6KA3 (copy)
RPS6KA3,hsa:6197,XLID19,RPS6KA3 (copy)
RPS6KA3,hsa:6197,p90-RSK2,RPS6KA3 (copy)
RPS6KA3,hsa:6197,pp90RSK2,RPS6KA3 (copy)
RPS6KA3,hsa:6197,ribosomal protein S6 kinase A3,RPS6KA3 (copy)
RAC1,hsa:5879,MIG5,RAC1 (copy)
RAC1,hsa:5879,MRD48,RAC1 (copy)
RAC1,hsa:5879,Rac-1,RAC1 (copy)
RAC1,hsa:5879,TC-25,RAC1 (copy)
RAC1,hsa:5879,p21-Rac1,RAC1 (copy)
RAC1,hsa:5879,Rac family small GTPase 1,RAC1 (copy)
MAP3K1,hsa:4214,MAPKKK1,MAP3K1 (copy)
MAP3K1,hsa:4214,MEKK,MAP3K1 (copy)
MAP3K1,hsa:4214,MEKK_1,MAP3K1 (copy)
MAP3K1,hsa:4214,MEKK1,MAP3K1 (copy)
MAP3K1,hsa:4214,SRXY6,MAP3K1 (copy)
MAP3K1,hsa:4214,mitogen-activated protein kinase kinase kinase 1,MAP3K1 (copy)
RAC2,hsa:5880,EN-7,RAC2 (copy)
RAC2,hsa:5880,Gx,RAC2 (copy)
RAC2,hsa:5880,HSPC022,RAC2 (copy)
RAC2,hsa:5880,IMD73A,RAC2 (copy)
RAC2,hsa:5880,IMD73B,RAC2 (copy)
RAC2,hsa:5880,IMD73C,RAC2 (copy)
RAC2,hsa:5880,p21-Rac2,RAC2 (copy)
RAC2,hsa:5880,Rac family small GTPase 2,RAC2 (copy)
CDC42,hsa:998,CDC42Hs,CDC42 (copy)
CDC42,hsa:998,G25K,CDC42 (copy)
CDC42,hsa:998,TKS,CDC42 (copy)
CDC42,hsa:998,cell division cycle 42,CDC42 (copy)
PAK1,hsa:5058,IDDMSSD,PAK1 (copy)
PAK1,hsa:5058,PAKalpha,PAK1 (copy)
PAK1,hsa:5058,alpha-PAK,PAK1 (copy)
PAK1,hsa:5058,p65-PAK,PAK1 (copy)
PAK1,hsa:5058,p21 (RAC1) activated kinase 1,PAK1 (copy)
PAK2,hsa:5062,PAK65,PAK2 (copy)
PAK2,hsa:5062,PAKgamma,PAK2 (copy)
PAK2,hsa:5062,p21 (RAC1) activated kinase 2,PAK2 (copy)
MAP4K2,hsa:5871,BL44,MAP4K2 (copy)
MAP4K2,hsa:5871,GCK,MAP4K2 (copy)
MAP4K2,hsa:5871,RAB8IP,MAP4K2 (copy)
MAP4K2,hsa:5871,mitogen-activated protein kinase kinase kinase kinase 2,MAP4K2 (copy)
MAP3K5,hsa:4217,ASK1,MAP3K5 (copy)
MAP3K5,hsa:4217,MAPKKK5,MAP3K5 (copy)
MAP3K5,hsa:4217,MEKK5,MAP3K5 (copy)
MAP3K5,hsa:4217,mitogen-activated protein kinase kinase kinase 5,MAP3K5 (copy)
GADD45G,hsa:10912,CR6,GADD45G (copy)
GADD45G,hsa:10912,DDIT2,GADD45G (copy)
GADD45G,hsa:10912,GADD45gamma,GADD45G (copy)
GADD45G,hsa:10912,GRP17,GADD45G (copy)
GADD45G,hsa:10912,growth arrest and DNA damage inducible gamma,GADD45G (copy)
MAP3K4,hsa:4216,MAPKKK4,MAP3K4 (copy)
MAP3K4,hsa:4216,MEKK_4,MAP3K4 (copy)
MAP3K4,hsa:4216,MEKK4,MAP3K4 (copy)
MAP3K4,hsa:4216,MTK1,MAP3K4 (copy)
MAP3K4,hsa:4216,PRO0412,MAP3K4 (copy)
MAP3K4,hsa:4216,mitogen-activated protein kinase kinase kinase 4,MAP3K4 (copy)
GADD45A,hsa:1647,DDIT1,GADD45A (copy)
GADD45A,hsa:1647,GADD45,GADD45A (copy)
GADD45A,hsa:1647,growth arrest and DNA damage inducible alpha,GADD45A (copy)
GADD45B,hsa:4616,GADD45BETA,GADD45B (copy)
GADD45B,hsa:4616,MYD118,GADD45B (copy)
GADD45B,hsa:4616,growth arrest and DNA damage inducible beta,GADD45B (copy)
MAP4K1,hsa:11184,HPK1,MAP4K1 (copy)
MAP4K1,hsa:11184,mitogen-activated protein kinase kinase kinase kinase 1,MAP4K1 (copy)
MAP4K4,hsa:9448,FLH21957,MAP4K4 (copy)
MAP4K4,hsa:9448,HEL-S-31,MAP4K4 (copy)
MAP4K4,hsa:9448,HGK,MAP4K4 (copy)
MAP4K4,hsa:9448,MEKKK4,MAP4K4 (copy)
MAP4K4,hsa:9448,NIK,MAP4K4 (copy)
MAP4K4,hsa:9448,mitogen-activated protein kinase kinase kinase kinase 4,MAP4K4 (copy)
MAP4K3,hsa:8491,GLK,MAP4K3 (copy)
MAP4K3,hsa:8491,MAPKKKK3,MAP4K3 (copy)
MAP4K3,hsa:8491,MEKKK_3,MAP4K3 (copy)
MAP4K3,hsa:8491,MEKKK3,MAP4K3 (copy)
MAP4K3,hsa:8491,RAB8IPL1,MAP4K3 (copy)
MAP4K3,hsa:8491,mitogen-activated protein kinase kinase kinase kinase 3,MAP4K3 (copy)
MAP3K12,hsa:7786,DLK,MAP3K12 (copy)
MAP3K12,hsa:7786,MEKK12,MAP3K12 (copy)
MAP3K12,hsa:7786,MUK,MAP3K12 (copy)
MAP3K12,hsa:7786,ZPK,MAP3K12 (copy)
MAP3K12,hsa:7786,ZPKP1,MAP3K12 (copy)
MAP3K12,hsa:7786,mitogen-activated protein kinase kinase kinase 12,MAP3K12 (copy)
MAP3K13,hsa:9175,LZK,MAP3K13 (copy)
MAP3K13,hsa:9175,MEKK13,MAP3K13 (copy)
MAP3K13,hsa:9175,MLK,MAP3K13 (copy)
MAP3K13,hsa:9175,mitogen-activated protein kinase kinase kinase 13,MAP3K13 (copy)
MAP3K20,hsa:51776,AZK,MAP3K20 (copy)
MAP3K20,hsa:51776,CNM6,MAP3K20 (copy)
MAP3K20,hsa:51776,MLK7,MAP3K20 (copy)
MAP3K20,hsa:51776,MLT,MAP3K20 (copy)
MAP3K20,hsa:51776,MLTK,MAP3K20 (copy)
MAP3K20,hsa:51776,MLTKalpha,MAP3K20 (copy)
MAP3K20,hsa:51776,MLTKbeta,MAP3K20 (copy)
MAP3K20,hsa:51776,MRK,MAP3K20 (copy)
MAP3K20,hsa:51776,SFMMP,MAP3K20 (copy)
MAP3K20,hsa:51776,ZAK,MAP3K20 (copy)
MAP3K20,hsa:51776,mlklak,MAP3K20 (copy)
MAP3K20,hsa:51776,pk,MAP3K20 (copy)
MAP3K20,hsa:51776,mitogen-activated protein kinase kinase kinase 20,MAP3K20 (copy)
MAP3K7,hsa:6885,CSCF,MAP3K7 (copy)
MAP3K7,hsa:6885,FMD2,MAP3K7 (copy)
MAP3K7,hsa:6885,MEKK7,MAP3K7 (copy)
MAP3K7,hsa:6885,TAK1,MAP3K7 (copy)
MAP3K7,hsa:6885,TGF1a,MAP3K7 (copy)
MAP3K7,hsa:6885,mitogen-activated protein kinase kinase kinase 7,MAP3K7 (copy)
MAP3K14,hsa:9020,FTDCR1B,MAP3K14 (copy)
MAP3K14,hsa:9020,HS,MAP3K14 (copy)
MAP3K14,hsa:9020,HSNIK,MAP3K14 (copy)
MAP3K14,hsa:9020,NIK,MAP3K14 (copy)
MAP3K14,hsa:9020,mitogen-activated protein kinase kinase kinase 14,MAP3K14 (copy)
MAP3K6,hsa:9064,ASK2,MAP3K6 (copy)
MAP3K6,hsa:9064,MAPKKK6,MAP3K6 (copy)
MAP3K6,hsa:9064,MEKK6,MAP3K6 (copy)
MAP3K6,hsa:9064,mitogen-activated protein kinase kinase kinase 6,MAP3K6 (copy)
MAP2K3,hsa:5606,MAPKK3,MAP2K3 (copy)
MAP2K3,hsa:5606,MEK3,MAP2K3 (copy)
MAP2K3,hsa:5606,MKK3,MAP2K3 (copy)
MAP2K3,hsa:5606,PRKMK3,MAP2K3 (copy)
MAP2K3,hsa:5606,SAPKK-2,MAP2K3 (copy)
MAP2K3,hsa:5606,SAPKK2,MAP2K3 (copy)
MAP2K3,hsa:5606,mitogen-activated protein kinase kinase 3,MAP2K3 (copy)
MAP2K6,hsa:5608,MAPKK6,MAP2K6 (copy)
MAP2K6,hsa:5608,MEK6,MAP2K6 (copy)
MAP2K6,hsa:5608,MKK6,MAP2K6 (copy)
MAP2K6,hsa:5608,PRKMK6,MAP2K6 (copy)
MAP2K6,hsa:5608,SAPKK-3,MAP2K6 (copy)
MAP2K6,hsa:5608,SAPKK3,MAP2K6 (copy)
MAP2K6,hsa:5608,mitogen-activated protein kinase kinase 6,MAP2K6 (copy)
MAPKAPK5,hsa:8550,MAPKAP-K5,MAPKAPK5 (copy)
MAPKAPK5,hsa:8550,MK-5,MAPKAPK5 (copy)
MAPKAPK5,hsa:8550,MK5,MAPKAPK5 (copy)
MAPKAPK5,hsa:8550,PRAK,MAPKAPK5 (copy)
MAPKAPK5,hsa:8550,MAPK activated protein kinase 5,MAPKAPK5 (copy)
HSPB1,hsa:3315,CMT2F,HSPB1 (copy)
HSPB1,hsa:3315,HEL-S-102,HSPB1 (copy)
HSPB1,hsa:3315,HMN2B,HSPB1 (copy)
HSPB1,hsa:3315,HS.76067,HSPB1 (copy)
HSPB1,hsa:3315,HSP27,HSPB1 (copy)
HSPB1,hsa:3315,HSP28,HSPB1 (copy)
HSPB1,hsa:3315,Hsp25,HSPB1 (copy)
HSPB1,hsa:3315,SRP27,HSPB1 (copy)
HSPB1,hsa:3315,heat shock protein family B (small) member 1,HSPB1 (copy)
MAPKAPK3,hsa:7867,3PK,MAPKAPK3 (copy)
MAPKAPK3,hsa:7867,MAPKAP-K3,MAPKAPK3 (copy)
MAPKAPK3,hsa:7867,MAPKAP3,MAPKAPK3 (copy)
MAPKAPK3,hsa:7867,MAPKAPK-3,MAPKAPK3 (copy)
MAPKAPK3,hsa:7867,MDPT3,MAPKAPK3 (copy)
MAPKAPK3,hsa:7867,MK-3,MAPKAPK3 (copy)
MAPKAPK3,hsa:7867,MK3,MAPKAPK3 (copy)
MAPKAPK3,hsa:7867,MAPK activated protein kinase 3,MAPKAPK3 (copy)
MAPKAPK2,hsa:9261,MAPKAP-K2,MAPKAPK2 (copy)
MAPKAPK2,hsa:9261,MK-2,MAPKAPK2 (copy)
MAPKAPK2,hsa:9261,MK2,MAPKAPK2 (copy)
MAPKAPK2,hsa:9261,MAPK activated protein kinase 2,MAPKAPK2 (copy)
RPS6KA4,hsa:8986,MSK2,RPS6KA4 (copy)
RPS6KA4,hsa:8986,RSK-B,RPS6KA4 (copy)
RPS6KA4,hsa:8986,S6K-alpha-4,RPS6KA4 (copy)
RPS6KA4,hsa:8986,ribosomal protein S6 kinase A4,RPS6KA4 (copy)
RPS6KA5,hsa:9252,MSK1,RPS6KA5 (copy)
RPS6KA5,hsa:9252,MSPK1,RPS6KA5 (copy)
RPS6KA5,hsa:9252,RLPK,RPS6KA5 (copy)
RPS6KA5,hsa:9252,ribosomal protein S6 kinase A5,RPS6KA5 (copy)
MAP2K5,hsa:5607,HsT17454,MAP2K5 (copy)
MAP2K5,hsa:5607,MAPKK5,MAP2K5 (copy)
MAP2K5,hsa:5607,MEK5,MAP2K5 (copy)
MAP2K5,hsa:5607,PRKMK5,MAP2K5 (copy)
MAP2K5,hsa:5607,mitogen-activated protein kinase kinase 5,MAP2K5 (copy)
MAPK7,hsa:5598,BMK1,MAPK7 (copy)
MAPK7,hsa:5598,ERK4,MAPK7 (copy)
MAPK7,hsa:5598,ERK5,MAPK7 (copy)
MAPK7,hsa:5598,PRKM7,MAPK7 (copy)
MAPK7,hsa:5598,mitogen-activated protein kinase 7,MAPK7 (copy)
MAP3K8,hsa:1326,AURA2,MAP3K8 (copy)
MAP3K8,hsa:1326,COT,MAP3K8 (copy)
MAP3K8,hsa:1326,EST,MAP3K8 (copy)
MAP3K8,hsa:1326,ESTF,MAP3K8 (copy)
MAP3K8,hsa:1326,MEKK8,MAP3K8 (copy)
MAP3K8,hsa:1326,TPL2,MAP3K8 (copy)
MAP3K8,hsa:1326,Tpl-2,MAP3K8 (copy)
MAP3K8,hsa:1326,c-COT,MAP3K8 (copy)
MAP3K8,hsa:1326,mitogen-activated protein kinase kinase kinase 8,MAP3K8 (copy)
PPP3CA,hsa:5530,ACCIID,PPP3CA (copy)
PPP3CA,hsa:5530,CALN,PPP3CA (copy)
PPP3CA,hsa:5530,CALNA,PPP3CA (copy)
PPP3CA,hsa:5530,CALNA1,PPP3CA (copy)
PPP3CA,hsa:5530,CCN1,PPP3CA (copy)
PPP3CA,hsa:5530,CNA1,PPP3CA (copy)
PPP3CA,hsa:5530,DEE91,PPP3CA (copy)
PPP3CA,hsa:5530,IECEE,PPP3CA (copy)
PPP3CA,hsa:5530,IECEE1,PPP3CA (copy)
PPP3CA,hsa:5530,PPP2B,PPP3CA (copy)
PPP3CA,hsa:5530,protein phosphatase 3 catalytic subunit alpha,PPP3CA (copy)
NFATC1,hsa:4772,NF-ATC,NFATC1 (copy)
NFATC1,hsa:4772,NF-ATc1.2,NFATC1 (copy)
NFATC1,hsa:4772,NFAT2,NFATC1 (copy)
NFATC1,hsa:4772,NFATc,NFATC1 (copy)
NFATC1,hsa:4772,nuclear factor of activated T cells 1,NFATC1 (copy)
PPP3CB,hsa:5532,CALNA2,PPP3CB (copy)
PPP3CB,hsa:5532,CALNB,PPP3CB (copy)
PPP3CB,hsa:5532,CNA2,PPP3CB (copy)
PPP3CB,hsa:5532,PP2Bbeta,PPP3CB (copy)
PPP3CB,hsa:5532,protein phosphatase 3 catalytic subunit beta,PPP3CB (copy)
PPP3CC,hsa:5533,CALNA3,PPP3CC (copy)
PPP3CC,hsa:5533,CNA3,PPP3CC (copy)
PPP3CC,hsa:5533,PP2Bgamma,PPP3CC (copy)
PPP3CC,hsa:5533,protein phosphatase 3 catalytic subunit gamma,PPP3CC (copy)
PPP3R1,hsa:5534,CALNB1,PPP3R1 (copy)
PPP3R1,hsa:5534,CNB,PPP3R1 (copy)
PPP3R1,hsa:5534,CNB1,PPP3R1 (copy)
PPP3R1,hsa:5534,protein phosphatase 3 regulatory subunit B,PPP3R1 (copy)
PPP3R1,hsa:5534,alpha,PPP3R1 (copy)
PPP3R2,hsa:5535,PPP3RL,PPP3R2 (copy)
PPP3R2,hsa:5535,protein phosphatase 3 regulatory subunit B,PPP3R2 (copy)
PPP3R2,hsa:5535,beta,PPP3R2 (copy)
RASA1,hsa:5921,CM-AVM,RASA1 (copy)
RASA1,hsa:5921,CMAVM,RASA1 (copy)
RASA1,hsa:5921,CMAVM1,RASA1 (copy)
RASA1,hsa:5921,GAP,RASA1 (copy)
RASA1,hsa:5921,PKWS,RASA1 (copy)
RASA1,hsa:5921,RASA,RASA1 (copy)
RASA1,hsa:5921,RASGAP,RASA1 (copy)
RASA1,hsa:5921,p120,RASA1 (copy)
RASA1,hsa:5921,p120GAP,RASA1 (copy)
RASA1,hsa:5921,p120RASGAP,RASA1 (copy)
RASA1,hsa:5921,RAS p21 protein activator 1,RASA1 (copy)
DUSP3,hsa:1845,VHR,DUSP3 (copy)
DUSP3,hsa:1845,dual specificity phosphatase 3,DUSP3 (copy)
PTPN7,hsa:5778,BPTP-4,PTPN7 (copy)
PTPN7,hsa:5778,HEPTP,PTPN7 (copy)
PTPN7,hsa:5778,LC-PTP,PTPN7 (copy)
PTPN7,hsa:5778,LPTP,PTPN7 (copy)
PTPN7,hsa:5778,PTPNI,PTPN7 (copy)
PTPN7,hsa:5778,protein tyrosine phosphatase non-receptor type 7,PTPN7 (copy)
PTPRR,hsa:5801,EC-PTP,PTPRR (copy)
PTPRR,hsa:5801,PCPTP1,PTPRR (copy)
PTPRR,hsa:5801,PTP-SL,PTPRR (copy)
PTPRR,hsa:5801,PTPBR7,PTPRR (copy)
PTPRR,hsa:5801,PTPRQ,PTPRR (copy)
PTPRR,hsa:5801,protein tyrosine phosphatase receptor type R,PTPRR (copy)
PTPN5,hsa:84867,PTPSTEP,PTPN5 (copy)
PTPN5,hsa:84867,STEP,PTPN5 (copy)
PTPN5,hsa:84867,STEP61,PTPN5 (copy)
PTPN5,hsa:84867,protein tyrosine phosphatase non-receptor type 5,PTPN5 (copy)
DUSP10,hsa:11221,MKP-5,DUSP10 (copy)
DUSP10,hsa:11221,MKP5,DUSP10 (copy)
DUSP10,hsa:11221,dual specificity phosphatase 10,DUSP10 (copy)
DUSP1,hsa:1843,CL100,DUSP1 (copy)
DUSP1,hsa:1843,HVH1,DUSP1 (copy)
DUSP1,hsa:1843,MKP-1,DUSP1 (copy)
DUSP1,hsa:1843,MKP1,DUSP1 (copy)
DUSP1,hsa:1843,PTPN10,DUSP1 (copy)
DUSP1,hsa:1843,dual specificity phosphatase 1,DUSP1 (copy)
DUSP2,hsa:1844,PAC-1,DUSP2 (copy)
DUSP2,hsa:1844,PAC1,DUSP2 (copy)
DUSP2,hsa:1844,dual specificity phosphatase 2,DUSP2 (copy)
DUSP4,hsa:1846,HVH2,DUSP4 (copy)
DUSP4,hsa:1846,MKP-2,DUSP4 (copy)
DUSP4,hsa:1846,MKP2,DUSP4 (copy)
DUSP4,hsa:1846,TYP,DUSP4 (copy)
DUSP4,hsa:1846,dual specificity phosphatase 4,DUSP4 (copy)
DUSP5,hsa:1847,DUSP,DUSP5 (copy)
DUSP5,hsa:1847,HVH3,DUSP5 (copy)
DUSP5,hsa:1847,dual specificity phosphatase 5,DUSP5 (copy)
DUSP6,hsa:1848,HH19,DUSP6 (copy)
DUSP6,hsa:1848,MKP3,DUSP6 (copy)
DUSP6,hsa:1848,PYST1,DUSP6 (copy)
DUSP6,hsa:1848,dual specificity phosphatase 6,DUSP6 (copy)
DUSP7,hsa:1849,MKPX,DUSP7 (copy)
DUSP7,hsa:1849,PYST2,DUSP7 (copy)
DUSP7,hsa:1849,dual specificity phosphatase 7,DUSP7 (copy)
DUSP8,hsa:1850,C11orf81,DUSP8 (copy)
DUSP8,hsa:1850,HB5,DUSP8 (copy)
DUSP8,hsa:1850,HVH-5,DUSP8 (copy)
DUSP8,hsa:1850,HVH8,DUSP8 (copy)
DUSP8,hsa:1850,dual specificity phosphatase 8,DUSP8 (copy)
DUSP9,hsa:1852,MKP-4,DUSP9 (copy)
DUSP9,hsa:1852,MKP4,DUSP9 (copy)
DUSP9,hsa:1852,dual specificity phosphatase 9,DUSP9 (copy)
DUSP16,hsa:80824,MKP-7,DUSP16 (copy)
DUSP16,hsa:80824,MKP7,DUSP16 (copy)
DUSP16,hsa:80824,dual specificity phosphatase 16,DUSP16 (copy)
PPM1A,hsa:5494,PP2C-ALPHA,PPM1A (copy)
PPM1A,hsa:5494,PP2CA,PPM1A (copy)
PPM1A,hsa:5494,PP2Calpha,PPM1A (copy)
PPM1A,hsa:5494,protein phosphatase,PPM1A (copy)
PPM1A,hsa:5494,Mg2+/Mn2+ dependent 1A,PPM1A (copy)
PPP5C,hsa:5536,PP5,PPP5C (copy)
PPP5C,hsa:5536,PPP5,PPP5C (copy)
PPP5C,hsa:5536,PPT,PPP5C (copy)
PPP5C,hsa:5536,protein phosphatase 5 catalytic subunit,PPP5C (copy)
PPM1B,hsa:5495,PP2C-beta,PPM1B (copy)
PPM1B,hsa:5495,PP2C-beta-X,PPM1B (copy)
PPM1B,hsa:5495,PP2CB,PPM1B (copy)
PPM1B,hsa:5495,PP2CBETA,PPM1B (copy)
PPM1B,hsa:5495,PPC2BETAX,PPM1B (copy)
PPM1B,hsa:5495,protein phosphatase,PPM1B (copy)
PPM1B,hsa:5495,Mg2+/Mn2+ dependent 1B,PPM1B (copy)
HSPA1A,hsa:3303,HEL-S-103,HSPA1A (copy)
HSPA1A,hsa:3303,HSP70-1,HSPA1A (copy)
HSPA1A,hsa:3303,HSP70-1A,HSPA1A (copy)
HSPA1A,hsa:3303,HSP70-2,HSPA1A (copy)
HSPA1A,hsa:3303,HSP70.1,HSPA1A (copy)
HSPA1A,hsa:3303,HSP70.2,HSPA1A (copy)
HSPA1A,hsa:3303,HSP70I,HSPA1A (copy)
HSPA1A,hsa:3303,HSP72,HSPA1A (copy)
HSPA1A,hsa:3303,HSPA1,HSPA1A (copy)
HSPA1A,hsa:3303,heat shock protein family A (Hsp70) member 1A,HSPA1A (copy)
HSPA1B,hsa:3304,HSP70-1,HSPA1B (copy)
HSPA1B,hsa:3304,HSP70-1B,HSPA1B (copy)
HSPA1B,hsa:3304,HSP70-2,HSPA1B (copy)
HSPA1B,hsa:3304,HSP70.1,HSPA1B (copy)
HSPA1B,hsa:3304,HSP70.2,HSPA1B (copy)
HSPA1B,hsa:3304,HSP72,HSPA1B (copy)
HSPA1B,hsa:3304,HSPA1,HSPA1B (copy)
HSPA1B,hsa:3304,HSX70,HSPA1B (copy)
HSPA1B,hsa:3304,heat shock protein family A (Hsp70) member 1B,HSPA1B (copy)
HSPA1L,hsa:3305,HSP70-1L,HSPA1L (copy)
HSPA1L,hsa:3305,HSP70-HOM,HSPA1L (copy)
HSPA1L,hsa:3305,HSP70T,HSPA1L (copy)
HSPA1L,hsa:3305,hum70t,HSPA1L (copy)
HSPA1L,hsa:3305,heat shock protein family A (Hsp70) member 1 like,HSPA1L (copy)
HSPA2,hsa:3306,HSP70-2,HSPA2 (copy)
HSPA2,hsa:3306,HSP70-3,HSPA2 (copy)
HSPA2,hsa:3306,heat shock protein family A (Hsp70) member 2,HSPA2 (copy)
HSPA6,hsa:3310,HSP70B',HSPA6 (copy)
HSPA6,hsa:3310,heat shock protein family A (Hsp70) member 6,HSPA6 (copy)
HSPA8,hsa:3312,HEL-33,HSPA8 (copy)
HSPA8,hsa:3312,HEL-S-72p,HSPA8 (copy)
HSPA8,hsa:3312,HSC54,HSPA8 (copy)
HSPA8,hsa:3312,HSC70,HSPA8 (copy)
HSPA8,hsa:3312,HSC71,HSPA8 (copy)
HSPA8,hsa:3312,HSP71,HSPA8 (copy)
HSPA8,hsa:3312,HSP73,HSPA8 (copy)
HSPA8,hsa:3312,HSPA10,HSPA8 (copy)
HSPA8,hsa:3312,LAP-1,HSPA8 (copy)
HSPA8,hsa:3312,LAP1,HSPA8 (copy)
HSPA8,hsa:3312,NIP71,HSPA8 (copy)
HSPA8,hsa:3312,heat shock protein family A (Hsp70) member 8,HSPA8 (copy)
TAB1,hsa:10454,3'-Tab1,TAB1 (copy)
TAB1,hsa:10454,MAP3K7IP1,TAB1 (copy)
TAB1,hsa:10454,TGF-beta activated kinase 1 (MAP3K7) binding protein 1,TAB1 (copy)
CACNG2,hsa:10369,MRD10,CACNG2 (copy)
CACNG2,hsa:10369,calcium voltage-gated channel auxiliary subunit gamma 2,CACNG2 (copy)
CACNA2D3,hsa:55799,HSA272268,CACNA2D3 (copy)
CACNA2D3,hsa:55799,calcium voltage-gated channel auxiliary subunit alpha2delta 3,CACNA2D3 (copy)
CACNA1A,hsa:773,APCA,CACNA1A (copy)
CACNA1A,hsa:773,BI,CACNA1A (copy)
CACNA1A,hsa:773,CACNL1A4,CACNA1A (copy)
CACNA1A,hsa:773,CAV2.1,CACNA1A (copy)
CACNA1A,hsa:773,DEE42,CACNA1A (copy)
CACNA1A,hsa:773,EA2,CACNA1A (copy)
CACNA1A,hsa:773,EIEE42,CACNA1A (copy)
CACNA1A,hsa:773,FHM,CACNA1A (copy)
CACNA1A,hsa:773,HPCA,CACNA1A (copy)
CACNA1A,hsa:773,MHP,CACNA1A (copy)
CACNA1A,hsa:773,MHP1,CACNA1A (copy)
CACNA1A,hsa:773,SCA6,CACNA1A (copy)
CACNA1A,hsa:773,calcium voltage-gated channel subunit alpha1 A,CACNA1A (copy)
CACNA1B,hsa:774,BIII,CACNA1B (copy)
CACNA1B,hsa:774,CACNL1A5,CACNA1B (copy)
CACNA1B,hsa:774,CACNN,CACNA1B (copy)
