Entry,Entry_Name,Gene_Names,Protein_names,Gene_Names_synonym,gene_id,HGNC_name,HGNC_prev_name,HGNC_alias_name,HGNC_alias_symbol,NCBI_nomenclaturename,NCBI_otheraliases,Gene_name(primary)
P15923,TFE2_HUMAN,TCF3; BHLHB21; E2A; ITF1,Transcription factor E2-alpha; Class B basic helix-loop-helix protein 21; bHLHb21; Immunoglobulin enhancer-binding factor E12/E47; Immunoglobulin transcription factor 1; Kappa-E2-binding factor; Transcription factor 3; TCF-3; Transcription factor ITF-1,BHLHB21; E2A; ITF1,6929,transcription factor 3,,transcription factor E2-alpha; immunoglobulin transcription factor 1; kappa-E2-binding factor; E2A immunoglobulin enhancer-binding factor E12/E47; VDR interacting repressor,E2A; ITF1; MGC129647; MGC129648; bHLHb21; VDIR; E47; p75,transcription factor 3,AGM8; AGM8A; AGM8B; E2A; E47; ITF1; TCF-3; VDIR; bHLHb21; p75,TCF3
P15924,DESP_HUMAN,DSP,Desmoplakin; DP; 250/210 kDa paraneoplastic pemphigus antigen,,1832,desmoplakin,desmoplakin (DPI; DPII),,KPPS2; PPKS2; DPI; DPII,desmoplakin,DCWHKTA; DP,DSP
P15927,RFA2_HUMAN,RPA2; REPA2; RPA32; RPA34,Replication protein A 32 kDa subunit; RP-A p32; Replication factor A protein 2; RF-A protein 2; Replication protein A 34 kDa subunit; RP-A p34,REPA2; RPA32; RPA34,6118,replication protein A2,replication protein A2 (32kD); replication protein A2; 32kDa,,,replication protein A2,REPA2; RP-A p32; RP-A p34; RPA32,RPA2
P15941,MUC1_HUMAN,MUC1; PUM,Mucin-1; MUC-1; Breast carcinoma-associated antigen DF3; Cancer antigen 15-3; CA 15-3; Carcinoma-associated mucin; Episialin; H23AG; Krebs von den Lungen-6; KL-6; PEMT; Peanut-reactive urinary mucin; PUM; Polymorphic epithelial mucin; PEM; Tumor-associated epithelial membrane antigen; EMA; Tumor-associated mucin; CD antigen CD227; MUC1-NT; MUC1-alpha; MUC1-beta; MUC1-CT,PUM,4582,mucin 1; cell surface associated,mucin 1; transmembrane; medullary cystic kidney disease 1 (autosomal dominant),epithelial membrane antigen,CD227; PEM; ADMCKD; ADMCKD1; MCKD; MCD; KL-6; EMA; Ca15-3,mucin 1; cell surface associated,ADMCKD; ADMCKD1; ADTKD2; CA 15-3; CD227; Ca15-3; EMA; H23AG; KL-6; MAM6; MCD; MCKD; MCKD1; MUC-1; MUC-1/SEC; MUC-1/X; MUC1/ZD; PEM; PEMT; PUM,MUC1
P15976,GATA1_HUMAN,GATA1; ERYF1; GF1,Erythroid transcription factor; Eryf1; GATA-binding factor 1; GATA-1; GF-1; NF-E1 DNA-binding protein,ERYF1; GF1,2623,GATA binding protein 1,GATA-binding protein 1 (globin transcription factor 1); globin transcription factor 1,nuclear factor; erythroid 1,ERYF1; NFE1; GATA-1; NF-E1,GATA binding protein 1,CNSHA9; ERYF1; GATA-1; GF-1; GF1; HAEADA; NF-E1; NFE1; XLANP; XLTDA; XLTT,GATA1
P16066,ANPRA_HUMAN,NPR1; ANPRA,Atrial natriuretic peptide receptor 1; EC 4.6.1.2; Atrial natriuretic peptide receptor type A; ANP-A; ANPR-A; NPR-A; Guanylate cyclase A; GC-A,ANPRA,4881,natriuretic peptide receptor 1,atrionatriuretic peptide receptor A; natriuretic peptide receptor A,guanylate cyclase A,GUCY2A; ANPa,natriuretic peptide receptor 1,ANPRA; ANPa; GUC2A; GUCY2A; NPRA,NPR1
P16070,CD44_HUMAN,CD44; LHR; MDU2; MDU3; MIC4,CD44 antigen; CDw44; Epican; Extracellular matrix receptor III; ECMR-III; GP90 lymphocyte homing/adhesion receptor; HUTCH-I; Heparan sulfate proteoglycan; Hermes antigen; Hyaluronate receptor; Phagocytic glycoprotein 1; PGP-1; Phagocytic glycoprotein I; PGP-I; CD antigen CD44,LHR; MDU2; MDU3; MIC4,960,CD44 molecule (IN blood group),CD44 antigen (homing function and Indian blood group system),hematopoietic cell E- and L-selectin ligand; chondroitin sulfate proteoglycan 8; phagocyte glycoprotein 1; In(Lu) related-p80; extracellular matrix receptor-III; homing cell adhesion molecule,IN; MC56; Pgp1; PGP-1; CD44R; HCELL; CSPG8; Hermes-1; CDw44; HUTCH-1; HUTCH-I; ECM-III; H-CAM,CD44 molecule (IN blood group),CDW44; CSPG8; ECM-III; ECMR-III; H-CAM; HCELL; HUTCH-1; HUTCH-I; Hermes-1; IN; LHR; MC56; MDU2; MDU3; MIC4; Pgp1,CD44
P16104,H2AX_HUMAN,H2AX; H2AFX,Histone H2AX; H2a/x; Histone H2A.X,H2AFX,3014,H2A.X variant histone,H2A histone family; member X; H2A histone family member X,,,H2A.X variant histone,H2A.X; H2A/X; H2AFX,H2AX
P16118,F261_HUMAN,PFKFB1; F6PK; PFRX,6-phosphofructo-2-kinase/fructose-2;6-bisphosphatase 1; 6PF-2-K/Fru-2;6-P2ase 1; PFK/FBPase 1; 6PF-2-K/Fru-2;6-P2ase liver isozyme; EC 2.7.1.105; EC 3.1.3.46,F6PK; PFRX,5207,6-phosphofructo-2-kinase/fructose-2;6-biphosphatase 1,,,,6-phosphofructo-2-kinase/fructose-2;6-biphosphatase 1,F6PK; HL2K; PFRX,PFKFB1
P16144,ITB4_HUMAN,ITGB4,Integrin beta-4; GP150; CD antigen CD104,,3691,integrin subunit beta 4,integrin; beta 4,,CD104,integrin subunit beta 4,CD104; GP150; JEB5A; JEB5B,ITGB4
P16150,LEUK_HUMAN,SPN; CD43,Leukosialin; GPL115; Galactoglycoprotein; GALGP; Leukocyte sialoglycoprotein; Sialophorin; CD antigen CD43; CD43-ct; CD43ct,CD43,6693,sialophorin,sialophorin (gpL115; leukosialin; CD43),leukosialin,LSN; CD43; GPL115; LEU-22,sialophorin,CD43; GALGP; GPL115; LEU-22; LSN,SPN
P16220,CREB1_HUMAN,CREB1,Cyclic AMP-responsive element-binding protein 1; CREB-1; cAMP-responsive element-binding protein 1,,1385,cAMP responsive element binding protein 1,,,,cAMP responsive element binding protein 1,CREB; CREB-1,CREB1
P16234,PGFRA_HUMAN,PDGFRA; PDGFR2; RHEPDGFRA,Platelet-derived growth factor receptor alpha; PDGF-R-alpha; PDGFR-alpha; EC 2.7.10.1; Alpha platelet-derived growth factor receptor; Alpha-type platelet-derived growth factor receptor; CD140 antigen-like family member A; CD140a antigen; Platelet-derived growth factor alpha receptor; Platelet-derived growth factor receptor 2; PDGFR-2; CD antigen CD140a,PDGFR2; RHEPDGFRA,5156,platelet derived growth factor receptor alpha,platelet-derived growth factor receptor; alpha polypeptide,,CD140a; PDGFR2; GAS9,platelet derived growth factor receptor alpha,CD140A; PDGFR-2; PDGFR2,PDGFRA
P16284,PECA1_HUMAN,PECAM1,Platelet endothelial cell adhesion molecule; PECAM-1; EndoCAM; GPIIA'; PECA1; CD antigen CD31,,5175,platelet and endothelial cell adhesion molecule 1,platelet/endothelial cell adhesion molecule 1,CD31 antigen,CD31,platelet and endothelial cell adhesion molecule 1,CD31; CD31/EndoCAM; GPIIA'; PECA1; PECAM-1; endoCAM,PECAM1
P16298,PP2BB_HUMAN,PPP3CB; CALNA2; CALNB; CNA2,Serine/threonine-protein phosphatase 2B catalytic subunit beta isoform; EC 3.1.3.16; CAM-PRP catalytic subunit; Calmodulin-dependent calcineurin A subunit beta isoform; CNA beta,CALNA2; CALNB; CNA2,5532,protein phosphatase 3 catalytic subunit beta,protein phosphatase 3 (formerly 2B); catalytic subunit; beta isoform (calcineurin A beta); protein phosphatase 3 (formerly 2B); catalytic subunit; beta isoform; protein phosphatase 3; catalytic subunit; beta isozyme,calcineurin A beta; protein phosphatase 2B; catalytic subunit; beta isoform,CALNA2; CNA2; PP2Bbeta,protein phosphatase 3 catalytic subunit beta,CALNA2; CALNB; CNA2; PP2Bbeta,PPP3CB
P16333,NCK1_HUMAN,NCK1; NCK,SH2/SH3 adapter protein NCK1; Cytoplasmic protein NCK1; NCK adapter protein 1; Nck-1; SH2/SH3 adapter protein NCK-alpha,NCK,4690,NCK adaptor protein 1,,,NCKalpha,NCK adaptor protein 1,NCK; NCKalpha; nck-1,NCK1
P16401,H15_HUMAN,H1-5; H1F5; HIST1H1B,Histone H1.5; Histone H1a; Histone H1b; Histone H1s-3,H1F5; HIST1H1B,3009,H1.5 linker histone; cluster member,H1 histone family; member 5; histone 1; H1b; histone cluster 1; H1b; histone cluster 1 H1 family member b,,H1b; H1s-3,H1.5 linker histone; cluster member,H1; H1.5; H1B; H1F5; H1s-3; HIST1H1B,H1-5
P16403,H12_HUMAN,H1-2; H1F2; HIST1H1C,Histone H1.2; Histone H1c; Histone H1d; Histone H1s-1,H1F2; HIST1H1C,3006,H1.2 linker histone; cluster member,H1 histone family; member 2; histone 1; H1c; histone cluster 1; H1c; histone cluster 1 H1 family member c,,H1.2; H1s-1; H1c,H1.2 linker histone; cluster member,H1.2; H1C; H1F2; H1s-1; HIST1H1C,H1-2
P16410,CTLA4_HUMAN,CTLA4; CD152,Cytotoxic T-lymphocyte protein 4; Cytotoxic T-lymphocyte-associated antigen 4; CTLA-4; CD antigen CD152,CD152,1493,cytotoxic T-lymphocyte associated protein 4,celiac disease 3; insulin-dependent diabetes mellitus 12,gluten-sensitive enteropathy; celiac disease,CD152; CD; GSE; CTLA-4,cytotoxic T-lymphocyte associated protein 4,ALPS5; CD; CD152; CELIAC3; CTLA-4; GRD4; GSE; IDDM12,CTLA4
P16520,GBB3_HUMAN,GNB3,Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-3; I; S; T; Transducin beta chain 3,,2784,G protein subunit beta 3,guanine nucleotide binding protein (G protein); beta polypeptide 3,transducin beta chain 3; Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-3,,G protein subunit beta 3,CSNB1H; HG2D,GNB3
P16581,LYAM2_HUMAN,SELE; ELAM1,E-selectin; CD62 antigen-like family member E; Endothelial leukocyte adhesion molecule 1; ELAM-1; Leukocyte-endothelial cell adhesion molecule 2; LECAM2; CD antigen CD62E,ELAM1,6401,selectin E,endothelial adhesion molecule 1,,ESEL; CD62E,selectin E,CD62E; ELAM; ELAM1; ESEL; LECAM2; selectin-e,SELE
P16591,FER_HUMAN,FER; TYK3,Tyrosine-protein kinase Fer; EC 2.7.10.2; Feline encephalitis virus-related kinase FER; Fujinami poultry sarcoma/Feline sarcoma-related protein Fer; Proto-oncogene c-Fer; Tyrosine kinase 3; p94-Fer,TYK3,2241,FER tyrosine kinase,fer (fps/fes related) tyrosine kinase,phosphoprotein NCP94; protein phosphatase 1; regulatory subunit 74,TYK3; PPP1R74,FER tyrosine kinase,PPP1R74; TYK3; p94-Fer,FER
P16662,UD2B7_HUMAN,UGT2B7; UGTB2B9,UDP-glucuronosyltransferase 2B7; UDPGT 2B7; UGT2B7; EC 2.4.1.17; 3;4-catechol estrogen-specific UDPGT; UDP-glucuronosyltransferase 2B9; UDPGT 2B9; UDPGTh-2,UGTB2B9,7364,UDP glucuronosyltransferase family 2 member B7,UDP glycosyltransferase 2 family; polypeptide B7,,UGT2B9,UDP glucuronosyltransferase family 2 member B7,UDPGT 2B7; UDPGT 2B9; UDPGT2B7; UDPGTH2; UDPGTh-2; UGT2B9,UGT2B7
P16671,CD36_HUMAN,CD36; GP3B; GP4,Platelet glycoprotein 4; Fatty acid translocase; FAT; Glycoprotein IIIb; GPIIIB; Leukocyte differentiation antigen CD36; PAS IV; PAS-4; Platelet collagen receptor; Platelet glycoprotein IV; GPIV; Thrombospondin receptor; CD antigen CD36,GP3B; GP4,948,CD36 molecule (CD36 blood group),CD36 antigen (collagen type I receptor; thrombospondin receptor); CD36 molecule (thrombospondin receptor),scavenger receptor class B member 3; Platelet glycoprotein 4; fatty acid translocase,SCARB3; GPIV; FAT; GP4; GP3B; GPIIIB,CD36 molecule (CD36 blood group),BDPLT10; CHDS7; FAT; GP3B; GP4; GPIV; PASIV; SCARB3,CD36
P16885,PLCG2_HUMAN,PLCG2,1-phosphatidylinositol 4;5-bisphosphate phosphodiesterase gamma-2; EC 3.1.4.11; Phosphoinositide phospholipase C-gamma-2; Phospholipase C-IV; PLC-IV; Phospholipase C-gamma-2; PLC-gamma-2,,5336,phospholipase C gamma 2,phospholipase C; gamma 2 (phosphatidylinositol-specific),,,phospholipase C gamma 2,APLAID; FCAS3; PLC-IV; PLC-gamma-2,PLCG2
P16949,STMN1_HUMAN,STMN1; C1orf215; LAP18; OP18,Stathmin; Leukemia-associated phosphoprotein p18; Metablastin; Oncoprotein 18; Op18; Phosphoprotein p19; pp19; Prosolin; Protein Pr22; pp17,C1orf215; LAP18; OP18,3925,stathmin 1,chromosome 1 open reading frame 215; stathmin 1/oncoprotein 18,oncoprotein 18,SMN; OP18; PR22; PP19; PP17; Lag; FLJ32206,stathmin 1,C1orf215; LAP18; Lag; OP18; PP17; PP19; PR22; SMN,STMN1
P16989,YBOX3_HUMAN,YBX3; CSDA; DBPA,Y-box-binding protein 3; Cold shock domain-containing protein A; DNA-binding protein A; Single-strand DNA-binding protein NF-GMB,CSDA; DBPA,8531,Y-box binding protein 3,cold shock domain protein A,cold-shock domain containing A1,dbpA; ZONAB; CSDA1,Y-box binding protein 3,CSDA; CSDA1; DBPA; ZONAB,YBX3
P17096,HMGA1_HUMAN,HMGA1; HMGIY,High mobility group protein HMG-I/HMG-Y; HMG-I(Y; High mobility group AT-hook protein 1; High mobility group protein A1; High mobility group protein R,HMGIY,3159,high mobility group AT-hook 1,high-mobility group (nonhistone chromosomal) protein isoforms I and Y,,,high mobility group AT-hook 1,HMG-R; HMGA1A; HMGIY,HMGA1
P17181,INAR1_HUMAN,IFNAR1; IFNAR,Interferon alpha/beta receptor 1; IFN-R-1; IFN-alpha/beta receptor 1; Cytokine receptor class-II member 1; Cytokine receptor family 2 member 1; CRF2-1; Type I interferon receptor 1,IFNAR,3454,interferon alpha and beta receptor subunit 1,interferon (alpha; beta and omega) receptor 1,IFNalpha/beta receptor 1; type I interferon receptor 1; interferon alpha/beta receptor 1,IFRC,interferon alpha and beta receptor subunit 1,AVP; IFN-alpha-REC; IFNAR; IFNBR; IFRC; IMD106,IFNAR1
P17252,KPCA_HUMAN,PRKCA; PKCA; PRKACA,Protein kinase C alpha type; PKC-A; PKC-alpha; EC 2.7.11.13,PKCA; PRKACA,5578,protein kinase C alpha,protein kinase C; alpha,,PKC??,protein kinase C alpha,AAG6; PKC-alpha; PKCA; PKCI+/-; PKCalpha; PRKACA,PRKCA
P17275,JUNB_HUMAN,JUNB,Transcription factor JunB; Transcription factor AP-1 subunit JunB,,3726,JunB proto-oncogene; AP-1 transcription factor subunit,,,,JunB proto-oncogene; AP-1 transcription factor subunit,AP-1,JUNB
P17301,ITA2_HUMAN,ITGA2; CD49B,Integrin alpha-2; CD49 antigen-like family member B; Collagen receptor; Platelet membrane glycoprotein Ia; GPIa; VLA-2 subunit alpha; CD antigen CD49b,CD49B,3673,integrin subunit alpha 2,integrin; alpha 2 (CD49B; alpha 2 subunit of VLA-2 receptor),alpha 2 subunit of VLA-2 receptor; alpha 2 integrin; glycoprotein Ia; very late activation receptor subunit alpha-2; human platelet alloantigen 5,GPIa; VLAA2; HPA-5,integrin subunit alpha 2,BR; CD49B; GPIa; HPA-5; VLA-2; VLAA2,ITGA2
P17302,CXA1_HUMAN,GJA1; GJAL,Gap junction alpha-1 protein; Connexin-43; Cx43; Gap junction 43 kDa heart protein,GJAL,2697,gap junction protein alpha 1,gap junction protein; alpha-like; gap junction protein; alpha 1; 43kDa (connexin 43); gap junction protein; alpha 1; 43kDa,oculodentodigital dysplasia (syndactyly type III); connexin 43,CX43; ODD; ODOD; SDTY3,gap junction protein alpha 1,AVSD3; CMDR; CX43; EKVP; EKVP3; GJAL; HLHS1; HSS; ODDD; PPKCA,GJA1
P17405,ASM_HUMAN,SMPD1; ASM,Sphingomyelin phosphodiesterase; EC 3.1.4.12; EC 3.1.4.3; Acid sphingomyelinase; aSMase,ASM,6609,sphingomyelin phosphodiesterase 1,sphingomyelin phosphodiesterase 1; acid lysosomal,acid sphingomyelinase; Niemann-Pick type A/B,ASM,sphingomyelin phosphodiesterase 1,ASM; ASMASE; NPD,SMPD1
P17480,UBF1_HUMAN,UBTF; UBF; UBF1,Nucleolar transcription factor 1; Autoantigen NOR-90; Upstream-binding factor 1; UBF-1,UBF; UBF1,7343,upstream binding transcription factor,upstream binding transcription factor; RNA polymerase I,,UBF; NOR-90; UBF1; UBF2,upstream binding transcription factor,CONDBA; NOR-90; UBF; UBF-1; UBF1; UBF2,UBTF
P17535,JUND_HUMAN,JUND,Transcription factor JunD; Transcription factor AP-1 subunit JunD,,3727,JunD proto-oncogene; AP-1 transcription factor subunit,,transcription factor jun-D; JunD-FL isoform; activator protein 1,AP-1,JunD proto-oncogene; AP-1 transcription factor subunit,AP-1,JUND
P17542,TAL1_HUMAN,TAL1; BHLHA17; SCL; TCL5,T-cell acute lymphocytic leukemia protein 1; TAL-1; Class A basic helix-loop-helix protein 17; bHLHa17; Stem cell protein; T-cell leukemia/lymphoma protein 5,BHLHA17; SCL; TCL5,6886,TAL bHLH transcription factor 1; erythroid differentiation factor,T-cell acute lymphocytic leukemia 1,,SCL; bHLHa17,TAL bHLH transcription factor 1; erythroid differentiation factor,SCL; TCL5; bHLHa17; tal-1,TAL1
P17544,ATF7_HUMAN,ATF7; ATFA,Cyclic AMP-dependent transcription factor ATF-7; cAMP-dependent transcription factor ATF-7; Activating transcription factor 7; Transcription factor ATF-A,ATFA,11016,activating transcription factor 7,,,ATFA,activating transcription factor 7,ATFA,ATF7
P17600,SYN1_HUMAN,SYN1,Synapsin-1; Brain protein 4.1; Synapsin I,,6853,synapsin I,mental retardation; X-linked 50,Synapsin-1,,synapsin I,EPILX; EPILX1; MRX50; SYN1a; SYN1b; SYNI,SYN1
P17612,KAPCA_HUMAN,PRKACA; PKACA,cAMP-dependent protein kinase catalytic subunit alpha; PKA C-alpha; EC 2.7.11.11,PKACA,5566,protein kinase cAMP-activated catalytic subunit alpha,protein kinase; cAMP-dependent; catalytic; alpha; protein kinase; cAMP-dependent; alpha catalytic subunit,cAMP-dependent protein kinase catalytic subunit alpha; PKA C-alpha,PKACa,protein kinase cAMP-activated catalytic subunit alpha,CAFD1; PKACA; PPNAD4,PRKACA
P17655,CAN2_HUMAN,CAPN2; CANPL2,Calpain-2 catalytic subunit; EC 3.4.22.53; Calcium-activated neutral proteinase 2; CANP 2; Calpain M-type; Calpain large polypeptide L2; Calpain-2 large subunit; Millimolar-calpain; M-calpain,CANPL2,824,calpain 2,calpain 2; (m/II) large subunit,,mCANP; CANPml; CANPL2,calpain 2,CANP2; CANPL2; CANPml; mCANP,CAPN2
P17661,DESM_HUMAN,DES,Desmin,,1674,desmin,,intermediate filament protein; cardiomyopathy; dilated 1I,CMD1I; CSM1; CSM2; LGMD2R,desmin,CDCD3; CSM1; CSM2; LGMD1D; LGMD1E; LGMD2R,DES
P17676,CEBPB_HUMAN,CEBPB; TCF5; PP9092,CCAAT/enhancer-binding protein beta; C/EBP beta; Liver activator protein; LAP; Liver-enriched inhibitory protein; LIP; Nuclear factor NF-IL6; Transcription factor 5; TCF-5,TCF5,1051,CCAAT enhancer binding protein beta,CCAAT/enhancer binding protein (C/EBP); beta; CCAAT/enhancer binding protein beta,liver-enriched transcriptional activator protein; nuclear factor of interleukin 6; interleukin 6-dependent DNA-binding protein,LAP; CRP2; NFIL6; IL6DBP; C/EBP-beta,CCAAT enhancer binding protein beta,C/EBP-beta; IL6DBP; NF-IL6; TCF5,CEBPB
P17706,PTN2_HUMAN,PTPN2; PTPT,Tyrosine-protein phosphatase non-receptor type 2; EC 3.1.3.48; T-cell protein-tyrosine phosphatase; TCPTP,PTPT,5771,protein tyrosine phosphatase non-receptor type 2,,,TCELLPTP; TC-PTP; TCPTP; TC45; TC48,protein tyrosine phosphatase non-receptor type 2,PTN2; PTPT; TC-PTP; TC45; TC48; TCELLPTP; TCPTP,PTPN2
P17812,PYRG1_HUMAN,CTPS1; CTPS,CTP synthase 1; EC 6.3.4.2; CTP synthetase 1; UTP--ammonia ligase 1,CTPS,1503,CTP synthase 1,CTP synthase,,GATD5A,CTP synthase 1,CTPS; GATD5; GATD5A; IMD24,CTPS1
P17813,EGLN_HUMAN,ENG; END,Endoglin; CD antigen CD105,END,2022,endoglin,Osler-Rendu-Weber syndrome 1,,END; HHT1; CD105,endoglin,END; HHT1; ORW1,ENG
P17844,DDX5_HUMAN,DDX5; G17P1; HELR; HLR1,Probable ATP-dependent RNA helicase DDX5; EC 3.6.4.13; DEAD box protein 5; RNA helicase p68,G17P1; HELR; HLR1,1655,DEAD-box helicase 5,DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide 5 (RNA helicase; 68kD); DEAD (Asp-Glu-Ala-Asp) box polypeptide 5; DEAD (Asp-Glu-Ala-Asp) box helicase 5,,p68,DEAD-box helicase 5,G17P1; HLR1; HUMP68; p68,DDX5
P17861,XBP1_HUMAN,XBP1; TREB5; XBP2,X-box-binding protein 1; XBP-1; Tax-responsive element-binding protein 5; TREB-5,TREB5; XBP2,7494,X-box binding protein 1,,,,X-box binding protein 1,TREB-5; TREB5; XBP-1; XBP2,XBP1
P17931,LEG3_HUMAN,LGALS3; MAC2,Galectin-3; Gal-3; 35 kDa lectin; Carbohydrate-binding protein 35; CBP 35; Galactose-specific lectin 3; Galactoside-binding protein; GALBP; IgE-binding protein; L-31; Laminin-binding protein; Lectin L-29; Mac-2 antigen,MAC2,3958,galectin 3,lectin; galactoside-binding; soluble; 3,advanced glycation end-product receptor 3,MAC-2; GALIG,galectin 3,CBP35; GAL3; GALBP; GALIG; L31; LGALS2; MAC2,LGALS3
P17936,IBP3_HUMAN,IGFBP3; IBP3,Insulin-like growth factor-binding protein 3; IBP-3; IGF-binding protein 3; IGFBP-3,IBP3,3486,insulin like growth factor binding protein 3,insulin-like growth factor binding protein 3,growth hormone-dependent binding protein; acid stable subunit of the 140 K IGF complex; binding protein 53; binding protein 29; IGF-binding protein 3,IBP3; BP-53,insulin like growth factor binding protein 3,BP-53; IBP-3; IBP3; IGFBP-3,IGFBP3
P17948,VGFR1_HUMAN,FLT1; FLT; FRT; VEGFR1,Vascular endothelial growth factor receptor 1; VEGFR-1; EC 2.7.10.1; Fms-like tyrosine kinase 1; FLT-1; Tyrosine-protein kinase FRT; Tyrosine-protein kinase receptor FLT; FLT; Vascular permeability factor receptor,FLT; FRT; VEGFR1,2321,fms related receptor tyrosine kinase 1,fms-related tyrosine kinase 1 (vascular endothelial growth factor/vascular permeability factor receptor); fms-related tyrosine kinase 1; fms related tyrosine kinase 1,vascular endothelial growth factor receptor 1; vascular permeability factor receptor,VEGFR1,fms related receptor tyrosine kinase 1,FLT; FLT-1; VEGFR-1; VEGFR1,FLT1
P18031,PTN1_HUMAN,PTPN1; PTP1B,Tyrosine-protein phosphatase non-receptor type 1; EC 3.1.3.48; Protein-tyrosine phosphatase 1B; PTP-1B,PTP1B,5770,protein tyrosine phosphatase non-receptor type 1,,,,protein tyrosine phosphatase non-receptor type 1,PTP1B,PTPN1
P18084,ITB5_HUMAN,ITGB5,Integrin beta-5,,3693,integrin subunit beta 5,integrin; beta 5,,,integrin subunit beta 5,,ITGB5
P18146,EGR1_HUMAN,EGR1; KROX24; ZNF225,Early growth response protein 1; EGR-1; AT225; Nerve growth factor-induced protein A; NGFI-A; Transcription factor ETR103; Transcription factor Zif268; Zinc finger protein 225; Zinc finger protein Krox-24,KROX24; ZNF225,1958,early growth response 1,,nerve growth factor-induced protein A; transcription factor ETR103; zinc finger gene 225; early growth response protein 1,225; TIS8; AT225; G0S30; NGFI-A; ZIF268; KROX-24; ZIF-268,early growth response 1,AT225; G0S30; KROX-24; NGFI-A; TIS8; ZIF-268; ZIF268; ZNF225,EGR1
P18206,VINC_HUMAN,VCL,Vinculin; Metavinculin; MV,,7414,vinculin,,metavinculin,VINC,vinculin,CMD1W; CMH15; HEL114; MV; MVCL; VINC,VCL
P18433,PTPRA_HUMAN,PTPRA; PTPA; PTPRL2,Receptor-type tyrosine-protein phosphatase alpha; Protein-tyrosine phosphatase alpha; R-PTP-alpha; EC 3.1.3.48,PTPA; PTPRL2,5786,protein tyrosine phosphatase receptor type A,,,LRP; HLPR; HPTPA; RPTPA,protein tyrosine phosphatase receptor type A,HEPTP; HLPR; HPTPA; HPTPalpha; LRP; PTPA; PTPRL2; R-PTP-alpha; RPTPA,PTPRA
